Virtual,Offset,loc,Import,Imports,var,Forwarder,UINT,LONG,BOOL,WORD,BYTES,large,short,dd,db,dw,XREF,ptr,DATA,FUNCTION,extrn,byte,word,dword,char,DWORD,stdcall,arg,locret,asc,align,WinMain,unk,cookie,off,nullsub,DllEntryPoint,System32,dll,CHUNK,BASS,HMENU,DLL,LPWSTR,void,HRESULT,HDC,LRESULT,HANDLE,HWND,LPSTR,int,HLOCAL,FARPROC,ATOM,HMODULE,WPARAM,HGLOBAL,entry,rva,COLLAPSED,config,exe,Software,CurrentVersion,__imp_,INT_PTR,UINT_PTR,---Seperator,PCCTL_CONTEXT,__IMPORT_,INTERNET_STATUS_CALLBACK,.rdata:,.data:,.text:,case,installdir,market,microsoft,policies,proc,scrollwindow,search,trap,visualc,___security_cookie,assume,callvirtualalloc,exportedentry,hardware,hkey_current_user,hkey_local_machine,sp-analysisfailed,unableto
3,3,478,24,0,1251,6,12,3,26,17,13,1,12,3232,7474,1188,74,40,2,6,0,3,0,0,0,0,18,48,0,0,72,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,1650,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,40,57230,30,0,30601,8,37,7,16,29,91,37,25,15462,57361,25107,6278,3160,2,44,0,200,46,0,593,0,619,14972,0,12,1402,0,250,0,2275,77,5,0,8,0,0,0,4,0,146,0,0,0,2,0,1,2475,0,0,0,2,0,0,638,0,0,0,1,22,0,0,0,0,0,0,0,0,669,256,204423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,116,997,16,0,499,4,13,5,29,21,203,15,6,116438,10340,900,237,103,2,0,0,32,0,0,53,0,45,149,0,0,278,25,55,1,47,0,0,0,3,0,0,0,1,0,63,0,0,0,1,1,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,86,4249,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
3,4,145,16,0,30,4,7,0,11,7,2,0,0,342,1020,169,76,0,2,0,0,0,0,0,0,0,12,0,0,0,56,0,25,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,37,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,41,16,0,37,4,9,0,10,7,2,0,0,186,2865,174,146,0,3,0,2,0,0,0,0,0,12,0,0,0,74,0,40,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,45,2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,2382,4,0,95,0,9,1,11,1,213,0,41,550,522424,986,367,142,2,410,3,0,0,0,2,0,7,124,0,0,4,0,127,0,76,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,12611,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
12,4,1084,36,0,615,9,29,6,91,31,14,1,1,848,152633,1789,313,1,2,8,0,144,0,0,47,0,66,53,0,0,256,19,6,0,332,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,63,77,5419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,86,16,0,32,4,7,0,13,7,2,0,0,364,1048,148,74,0,2,0,0,0,0,0,0,0,10,0,0,0,63,0,23,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,34,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,153,16,0,23,4,7,0,11,7,2,0,0,348,1001,179,72,0,2,0,0,0,0,0,0,0,12,0,0,0,54,0,28,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,39,1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,147,2096,28,0,2123,7,14,5,34,30,256,7,4,1168,25454,997,390,184,3,2,0,17,15,0,137,0,42,287,0,12,498,1,14,48,170,0,0,0,2,0,0,0,1,3,71,0,0,0,3,0,20,122,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,89,90,27244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,168,3118,2,0,671,0,12,3,20,25,615,19,19,1002,892858,1021,413,394,2,0,0,6,15,0,128,0,39,216,0,2,493,13,93,1,41,0,0,0,3,0,0,0,1,0,88,0,0,0,2,1,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,369,137,11176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,111,558,7,0,171,2,11,3,14,17,163,12,1,476,2413598,605,184,77,2,0,0,7,2,0,41,0,29,57,0,0,214,24,53,1,29,0,0,0,3,0,0,0,1,0,53,0,0,0,1,1,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,63,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,10,16,0,4,4,2,0,9,9,1,0,0,173,784362,105,43,1,2,0,0,1,0,0,0,0,12,0,0,0,35,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,18,1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2875,0,0,18,0,0,0,1,0,3,2,1,1242,77038,328,2,41,2,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,12,7345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,10,4,0,0,0,3,0,17,3,2,0,0,137,2370,4,56,2,3,0,0,0,1,0,0,0,17,1,0,0,35,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,11,1256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,3,136,16,0,39,4,8,0,9,8,2,0,0,353,1053,142,76,0,2,0,0,0,0,0,0,0,12,0,0,0,63,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,44,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,5,3966,32,0,3198,8,7,10,8,5,29,16,107,2267,6713,2851,1107,188,2,18,0,1,4,0,58,0,45,1233,0,0,587,0,112,1,276,1,4,0,5,0,0,0,3,0,427,0,0,0,1,0,0,352,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,281,62,21676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,4,238,8,0,270,0,8,2,11,11,15,7,8,64140,28288,5589,66,517,15,24,0,1,0,0,0,0,23,0,0,0,5636,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0
9,3,131,12,0,12,3,2,0,11,9,8,0,0,113,158,181,90,6,2,0,0,0,0,0,4,0,12,50,0,0,30,0,2,0,8,0,7,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,28,15,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,203,4,0,928,1,2,0,3,3,0,0,0,173,484863,204,59,55,2,0,0,1,0,0,0,0,5,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,13,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,168,3075,2,0,672,0,12,3,19,23,615,16,19,973,892630,979,405,394,2,0,0,6,15,0,127,0,40,216,0,2,472,14,83,1,31,0,0,0,3,0,0,0,1,0,81,0,0,0,1,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,364,124,11024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,37,16,0,29,4,4,0,11,7,2,0,0,260,1060,244,58,0,2,0,0,0,0,0,0,0,10,0,0,0,70,0,27,0,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,37,1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,4,19,4,0,0,0,3,0,18,1,17,0,0,134,2369,6,40,2,3,0,0,0,1,0,0,0,17,0,0,0,84,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,11,890,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,6,569,20,0,1574,5,4,3,27,4,21,1,13,3180,4447,1509,88,44,2,20,0,3,0,0,0,0,19,48,0,0,54,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,2094,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,3,612,20,0,1554,5,10,6,21,4,18,1,10,3355,16326,1324,66,26,2,14,0,3,0,0,0,0,16,48,0,0,57,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,2267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2,171,24,0,121,6,5,1,6,8,4,1,1,150,120,165,104,14,7,2,0,1,0,0,9,0,35,39,0,0,37,0,0,20,24,0,0,0,3,0,0,0,13,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,1,0,0,38,0,0,0,0,0,0,0,19,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,49,4,0,41,0,2,0,13,8,2,0,0,264,2483,110,64,1,2,0,0,1,0,0,0,0,9,0,0,0,42,0,33,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,35,36,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,575,20,0,1576,5,4,3,27,4,13,1,11,3186,4442,1505,77,32,2,4,0,3,0,0,0,0,19,48,0,0,54,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,1906,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,6,550,20,0,1574,5,4,3,27,4,15,1,15,3156,6531,1532,84,33,2,4,0,3,0,0,0,0,19,49,0,0,70,1,1,0,6,3,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,2011,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25,6,2224,5,0,2166,0,10,1,3,4,71,0,5,323,1393,515,228,154,1,0,0,10,0,0,16,0,7,212,0,0,342,0,8,0,152,0,3,0,2,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,28,13,7830,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
19,3,642,8,0,201,2,17,6,27,26,109,9,2,440,536816,585,138,51,2,6,0,54,0,0,32,0,26,72,0,1,219,67,37,0,38,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,63,2963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,6,2789,4,0,2894,0,4,1,1,1,53,1,7,496,1366,434,228,294,1,0,0,11,0,0,23,0,4,229,0,0,318,0,67,0,63,0,3,0,2,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,30,13,8860,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
9,5,393,6,0,773,0,2,0,5,5,18,1,0,1686,23370,103,46,30,3,20,1,174,0,0,10,0,2,63,0,0,12,0,0,0,7,0,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,27,55,1001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26,169,2685,3,0,352,0,14,3,30,29,568,13,2,719,876552,724,330,342,2,0,0,6,1,0,123,0,46,124,0,1,399,7,54,1,26,0,0,0,3,0,0,0,1,0,69,0,0,0,1,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,233,8630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,554,20,0,1574,5,4,3,27,4,22,1,11,3184,4444,1504,80,42,2,14,0,3,0,0,0,0,19,48,0,0,52,1,1,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,1933,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,4,1264,32,0,555,8,61,2,125,45,12,0,2,880,162570,2100,409,4,2,4,0,114,0,0,38,0,96,52,0,0,283,17,9,0,338,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,48,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,54,104,5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,111,3528,8,0,1022,2,23,6,23,21,19,8,0,877,6102,1194,400,222,2,18,0,12,7,0,24,0,23,491,0,1,215,0,32,47,153,1,3,0,3,0,0,0,0,2,0,0,0,0,3,0,3,61,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,41,87,11863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,143,1929,8,0,707,2,13,4,18,19,287,29,43,107214,80911,890,478,413,2,0,0,59,20,0,57,0,56,373,0,2,464,43,151,1,93,1,0,0,3,0,0,0,1,0,127,0,0,0,2,0,0,123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,105,107,9757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,140,16,0,35,4,7,0,11,7,2,0,0,349,1008,174,74,0,2,0,0,0,0,0,0,0,12,0,0,0,60,0,24,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,32,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,168,3098,2,0,670,0,12,3,19,22,615,16,19,1002,892670,1001,404,394,2,0,0,6,15,0,127,0,38,216,0,2,475,12,90,1,42,0,0,0,3,0,0,0,1,0,88,0,0,0,2,0,0,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,368,129,11102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,525,20,0,1574,5,4,3,27,4,13,1,13,3192,4444,1511,67,32,2,4,0,3,0,0,0,0,19,48,0,0,52,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,1932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,3,241,24,0,323,6,0,0,0,0,7,0,0,159,141694,135,78,39,2,0,0,0,0,0,3,0,0,20,0,0,61,0,21,0,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,17,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,40,16,0,31,4,7,0,11,7,2,0,0,186,2878,176,143,0,3,0,2,0,0,0,0,0,12,0,0,0,77,0,45,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,52,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,2625,0,0,27,0,0,0,1,0,26,2,0,1131,76809,305,1,33,2,46,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,12,7283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,155,1582,7,0,620,2,13,4,18,16,309,16,50,116225,80323,750,470,316,2,0,0,58,16,0,51,0,53,397,0,2,439,38,149,1,80,0,0,0,3,0,0,0,1,0,144,0,0,0,2,0,0,153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,101,105,8438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5,262,7,0,54,0,12,9,17,8,11,12,12,695,806126,381,149,72,2,16,2,0,1,0,2,0,23,17,0,0,16,0,62,0,17,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,3131,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
9,21,648,31,0,108,8,1,3,9,14,22,6,0,591,5465,506,270,30,2,0,0,5,6,0,14,0,23,171,0,0,172,0,24,12,40,0,4,0,10,0,0,0,0,0,27,0,0,0,0,0,0,29,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,83,38,3614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,88,662,28,0,366,7,28,6,71,44,198,0,25,72290,49606,1105,237,173,4,0,0,26,8,0,27,0,75,160,0,0,584,17,89,1,19,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,70,3343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,785,0,0,0,0,0,0,1,0,66,0,2,518,81575,66,25,75,2,122,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1436,1172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,37,16,0,25,4,7,0,10,8,2,0,0,263,1036,189,93,1,2,0,0,0,0,0,0,0,7,13,0,0,78,0,23,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,33,1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,138,16,0,26,4,7,0,11,7,2,0,0,349,1040,179,72,0,2,0,0,0,0,0,0,0,12,0,0,0,63,0,29,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,39,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,115,1553,8,0,955,2,12,3,12,19,205,43,1,638,1016620,649,241,193,2,2,0,2,0,0,53,0,39,266,0,0,297,31,31,1,52,1,0,0,3,0,0,0,1,0,67,0,0,0,3,1,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,79,5973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,4,10,4,0,0,0,3,0,17,3,2,0,0,136,2370,4,57,2,3,0,0,0,1,0,0,0,17,1,0,0,35,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,11,1258,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8,3,254,24,0,325,5,0,0,0,0,6,0,0,164,125308,142,80,10,4,0,0,0,1,0,3,0,0,29,0,3,63,0,11,0,28,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,24,1147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11,3,414,28,0,628,7,0,8,1,0,2,0,0,11748,388017,584,46,1,3,0,0,0,0,0,0,0,11,5,0,0,150,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,22,2868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,484,28,0,831,7,11,4,23,15,7,0,4,6910,1032,217,59,56,2,0,0,0,0,0,0,0,31,0,0,0,60,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,16,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,6,2523,24,0,919,6,79,8,118,54,13,0,1,1334,1454645,3871,467,16,2,4,0,463,0,0,31,0,89,76,0,0,469,28,6,0,1039,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,44,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,51,111,12913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,151,2344,32,0,4090,8,14,5,35,31,261,10,4,1149,25572,1084,397,328,3,2,0,22,26,0,182,0,50,1900,0,13,501,1,18,50,185,0,0,0,2,0,0,0,1,2,67,0,0,0,3,0,18,154,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,92,91,100964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,564,20,0,1576,5,4,3,27,4,12,1,14,3189,4441,1499,80,30,2,2,0,3,0,0,0,0,19,48,0,0,52,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,1910,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6,3,2624,15,0,740,4,3,0,12,4,11,6,3,622,46948,1339,163,200,2,16,0,33,0,0,2,0,5,253,0,0,60,0,7,0,4,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,47,33,12113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,5,4913,341,0,3138,6,34,12,21,18,8,6,1,685,1122,2018,254,218,8,4,0,11,2,0,67,0,118,865,0,11,197,0,4,106,186,0,2,0,3,0,0,0,8,0,3,0,0,0,1,0,2,345,2,0,0,2,0,0,7,0,0,0,1,0,0,507,0,0,0,0,0,0,0,64,17300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,450,3,0,51,0,4,0,10,7,75,0,11,304,88543,91,32,43,2,144,1,0,0,0,0,0,11,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,341,12,1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,150,9,0,269,0,13,4,17,19,2,4,0,13898,9083,1498,11,58,15,0,0,0,1,0,0,0,28,0,0,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
26,3,15731,12,0,7984,3,18,3,10,14,23,109,1,4391,15771,2493,771,1212,2,16,0,80,2,0,33,0,11,4110,0,4,563,0,95,0,762,0,4,0,3,0,0,0,0,0,1,0,0,0,1,0,0,242,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,56,156,62700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,115,1037,23,0,719,6,19,5,48,34,211,6,3,770,2298246,800,200,36,3,0,0,113,7,0,54,0,62,134,0,0,353,104,27,1,48,0,0,0,3,0,0,0,1,0,70,0,0,0,2,1,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,82,3436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,39,16,0,40,4,6,0,12,8,2,0,0,265,1084,189,53,0,2,0,0,0,0,0,0,0,11,0,0,0,59,0,36,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,44,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,116,1091,27,0,718,7,24,6,55,39,242,9,21,943,2066302,1019,308,214,3,0,0,18,24,0,57,0,83,262,0,0,393,109,122,1,74,0,0,0,3,0,0,0,1,0,110,0,0,0,2,1,0,86,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,87,4921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,4,256,10,0,349,0,13,4,17,19,5,10,1,41871,26323,4601,17,186,15,6,0,0,1,0,0,0,28,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
6,6,703,20,0,1574,5,4,3,27,4,20,1,21,3318,4837,1506,93,27,2,18,0,3,0,0,0,0,19,48,0,0,57,1,1,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,41,2165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
