byte_filesize,byte_offset
1560730,4198400
150237,268439552
1560320,4198400
1560762,4198400
1639921,4198400
223089,4198400
121634,4198400
246589,4198400
221872,4198400
1489425,4198400
1284190,4198400
1140521,4198400
1824795,4198400
852388,4198400
607763,4198400
139162,4198400
1561843,4198400
2737146,4198400
245293,4198400
189866,1835012096
226465,4198400
1560579,4198400
240083,4198400
382177,348131328
113792,4198400
2033641,4198400
70928,4198400
1038925,4198400
175337,268439552
1754755,4198400
3183127,4198400
1558265,4198400
1512682,4198400
194438,1888489472
2085891,4198400
148930,1831407616
126289,4198400
182820,4198400
141709,268439552
1557127,4198400
2366400,4198400
1360195,4198400
1639460,4198400
128120,4198400
1125589,4198400
178894,268439552
102065,4198400
2533437,4198400
477531,4198400
406156,4198400
1143429,4198400
139343,184553472
1790847,4198400
136947,4198400
826342,4198400
98746,4198400
1465855,4198400
59938,268439552
987669,4198400
257656,4198400
1560502,4198400
211548,4198400
1639877,4198400
194689,4198400
152724,1835208704
1749005,4198400
148584,4198400
1559205,4198400
1560866,4198400
126110,4198400
1766104,4198400
258284,4198400
2143416,4198400
126148,4198400
127218,4198400
1106671,4198400
286900,4198400
257759,268439552
222834,4198400
728142,4198400
1061917,4198400
1981745,4198400
139820,4198400
1104881,4198400
2411393,4198400
1075032,4096
2257991,4198400
108329,4198400
916162,4198400
1118316,4198400
1639696,4198400
1492810,4198400
258292,4198400
1106187,4198400
168614,1305612288
224847,4198400
2101731,4198400
139715,4198400
502787,268439552
124822,4198400
478624,4198400
488049,268439552
3506671,4198400
1553587,4198400
1728050,4198400
1143240,4198400
1726781,4198400
136480,4198400
136252,268439552
1557480,4198400
260481,4198400
1558205,4198400
1518360,1709965312
493043,2083786752
1764839,4198400
590601,4198400
177719,268439552
1553515,4198400
1776678,4198400
1558789,4198400
550717,4198400
1498670,4198400
271085,268439552
3486537,4198400
170299,4198400
1146910,4198400
161058,1892159488
1560875,4198400
1639936,4198400
258214,4198400
1558848,4198400
1561759,4198400
398519,4198400
270419,4198400
123881,268439552
177244,268439552
542400,4198400
1948477,4198400
1116602,4198400
790042,4198400
1559243,4198400
1492648,4198400
1071916,4198400
285572,4198400
225468,4198400
1739232,4198400
1489452,4198400
1653811,4198400
497507,268439552
798349,4198400
1975531,4198400
1297069,4198400
1078955,4198400
943614,268439552
256302,4198400
1555842,4198400
1491701,4198400
136370,4198400
125504,4198400
2029045,4198400
1122631,4198400
1561572,4198400
1489765,4198400
1560775,4198400
147305,4198400
216726,4198400
1975452,4198400
139411,4198400
2736787,4198400
134804,4198400
146492,16781312
1505716,4198400
151093,1835208704
1560437,4198400
198526,4198400
1112127,4198400
127037,4198400
1492389,4198400
945174,4198400
214912,4198400
1750354,4198400
159866,268439552
1535389,4198400
1558719,4198400
1560632,4198400
163526,1830752256
389511,268439552
102925,4198400
1561509,4198400
2158002,4198400
1558392,4198400
129762,4198400
135916,4198400
1560343,4198400
1561157,4198400
488233,268439552
175886,4198400
205729,4198400
260751,4198400
127144,4198400
615719,4198400
1119350,4198400
1560579,4198400
146717,4198400
1560383,4198400
1560661,4198400
136255,4096
267343,4198400
1769510,4198400
258557,4198400
1962630,4198400
941964,4198400
404684,1597181952
1560885,4198400
3374297,4198400
1639629,4198400
139606,4198400
1556513,4198400
153533,184553472
223859,4198400
1866918,4198400
633723,4198400
258215,1728057344
165769,1641025536
136027,4198400
2198397,4198400
1633547,4198400
1488408,4198400
222092,4198400
2735211,4198400
150823,268439552
147321,268439552
1504704,4198400
1492851,4198400
1560341,4198400
2737490,4198400
248023,4198400
142710,4198400
1482057,4198400
1558536,4198400
1560310,4198400
283562,4198400
1899136,4198400
201497,268439552
1127973,4198400
1561078,4198400
627698,4198400
115699,4198400
1557571,4198400
2737192,4198400
1558538,4198400
2080647,4198400
1731471,4198400
350892,16781312
218593,4198400
2466287,4198400
1560477,4198400
171071,4198400
1260044,16781312
1935668,4198400
149751,16781312
192151,4198400
141159,1835601920
1505975,4198400
214920,4198400
773129,4198400
1122818,4198400
98521,4198400
1559533,4198400
192194,1790185472
2289235,4198400
1792859,4198400
1639520,4198400
3538285,4198400
1491825,4198400
135863,4198400
235577,268439552
1952698,4198400
39600,4198400
487716,268439552
1492262,4198400
177080,268439552
179892,4194304
634094,4198400
131539,4198400
124206,4198400
1936670,4198400
1518214,4198400
48469,4198400
2737336,4198400
1561073,4198400
1793189,4198400
1145706,4198400
180294,16781312
130673,4198400
1561807,4198400
1721377,4198400
1112107,4198400
1853557,4198400
420281,16781312
179704,268439552
1557181,4198400
1557320,4198400
1849683,4198400
132478,4198400
123756,4198400
1124207,4198400
285807,4198400
273151,4198400
1988378,4198400
258310,4198400
1112133,4198400
169673,4198400
245332,4198400
1075208,2016284672
443807,1946554368
1561702,4198400
207146,4198400
157762,268439552
1726085,4198400
1560772,4198400
247713,4198400
1605869,4198400
552958,268439552
209402,4198400
147589,1728249856
1791318,4198400
238575,4198400
184538,1685327872
1121603,4198400
646724,4198400
2736771,4198400
1639051,4198400
1559165,4198400
1489820,4198400
207197,4198400
1886925,4198400
794105,4198400
30167,4198400
500488,268439552
1623684,4198400
1559710,4198400
262847,1929580544
1098222,4198400
2369507,4198400
3068719,4198400
1558168,4198400
2613801,4198400
452924,2083917824
158152,268439552
485592,1320751104
355405,4198400
1560566,4198400
1560298,4198400
136816,4198400
3368699,4198400
131658,4198400
1264826,4198400
229697,4198400
1492985,4198400
1966238,4198400
432182,5574656
1087606,4198400
1554247,4198400
1561143,4198400
175773,4198400
238813,4198400
122973,4198400
1560473,4198400
1561154,4198400
822155,4198400
134761,4198400
111001,4198400
212668,1723334656
430626,4198400
128996,4198400
581872,4198400
299121,4198400
2782408,4198400
275900,4198400
59113,268439552
1557724,4198400
1560751,4198400
173773,4198400
318404,268439552
231826,268439552
123662,4198400
1766732,4198400
698248,268439552
1096225,4198400
140198,4198400
499456,268439552
129717,4198400
1561099,4198400
1639875,4198400
258334,4198400
797009,4198400
159534,268439552
3260723,4198400
1558729,4198400
1559165,4198400
1560920,4198400
500153,268439552
1561091,4198400
1569757,4198400
1797427,4198400
137612,1596985344
1716312,4198400
1136891,4198400
1626319,4198400
1674888,4198400
1559689,4198400
126127,4198400
1506669,4198400
263998,4198400
1560536,4198400
1559351,4198400
2680363,4198400
1668814,4198400
186386,268439552
495039,268439552
1556204,4198400
1559680,4198400
238860,4198400
1560880,4198400
625911,4198400
217800,4198400
122907,4198400
1491356,4198400
1491854,4198400
251572,4198400
886478,4198400
1560736,4198400
136150,4198400
1560687,4198400
137241,4198400
1558225,4198400
125809,4198400
732461,268439552
129505,268439552
2736071,4198400
1951857,4198400
143011,4198400
1492430,4198400
1960057,4198400
1138235,4198400
92317,4198400
1491945,4198400
1491962,4198400
214648,4198400
1560756,4198400
1558447,4198400
1561005,4198400
158445,268439552
257841,4198400
263180,4198400
1118452,4198400
254186,4198400
205137,4198400
151125,184553472
1560687,4198400
1099732,4198400
1557914,4198400
2255629,4198400
261659,4198400
142769,268439552
268925,9768960
1491488,4198400
1559007,4198400
1015871,4198400
1559114,4198400
1492175,4198400
1144236,4198400
1528487,4198400
108662,4198400
3370639,4198400
1561133,4198400
130472,4198400
226659,4198400
1617060,4198400
1558696,4198400
165472,242225152
656074,4198400
1558436,4198400
1558507,4198400
1505248,4198400
136836,4198400
118365,4198400
160428,1817186304
1814539,4198400
144790,268439552
2736831,4198400
2052588,4198400
1559908,4198400
303276,4198400
1553106,4198400
199432,4198400
502379,4198400
1489938,4198400
1877660,4198400
261434,4198400
154187,1929842688
1753855,4198400
1789493,4198400
305233,1336938496
2735593,4198400
2402653,4198400
134848,1264193536
287996,16781312
1105889,4198400
183431,4198400
2044993,4198400
1489919,4198400
170315,1717571584
1930128,4198400
115265,4198400
1137942,4198400
239083,4198400
804793,4198400
249180,4198400
114876,4198400
1143651,4198400
60981,268439552
242994,1833631744
2060655,4198400
1850741,4198400
1539544,4198400
314734,268439552
113731,4198400
1116857,4198400
732555,4198400
140673,4198400
1561003,4198400
281067,4198400
931832,4198400
261575,4198400
614558,4198400
57659,268439552
1561734,4198400
2278546,4198400
369851,1967456256
1559150,4198400
213752,4198400
271128,4198400
1464166,4198400
1560167,4198400
1231822,1626214400
278348,4198400
1559754,4198400
1505554,4198400
1494103,4198400
1561000,4198400
1792578,4198400
265911,268439552
126223,4198400
1114163,4198400
238004,4198400
2057847,4198400
1557575,4198400
126174,4198400
220502,4198400
2077004,4198400
129050,4198400
258628,4198400
335034,4198400
1491806,4198400
113550,4198400
1879826,4198400
1558249,4198400
3161792,4198400
1839704,4198400
1561075,4198400
1558406,4198400
135969,4198400
1492437,4198400
158891,268439552
1558682,4198400
208646,4198400
1984438,4198400
2433633,4198400
1535173,4198400
1554049,4198400
1560819,4198400
1636706,4198400
1985726,4198400
189986,1276383232
195594,4198400
1999406,4198400
175051,4198400
139790,268439552
1807413,4198400
2737780,4198400
1561120,4198400
275116,268439552
520928,4198400
161321,268439552
2736777,4198400
1560425,4198400
1561037,4198400
122922,4198400
1749604,4198400
135856,4198400
667122,4198400
216575,4198400
1560948,4198400
368427,4198400
312465,4198400
226204,4198400
89464,4198400
1560484,4198400
2329981,4198400
1902978,4198400
127693,4198400
1559610,4198400
238929,4198400
828489,4198400
210962,4198400
138750,4198400
144347,268439552
1561014,4198400
617264,4198400
176548,1815089152
135481,4198400
124761,4198400
1489661,4198400
191710,1650200576
1561357,4198400
1556476,4198400
2469341,4198400
1646558,4198400
1119891,4198400
1491794,4198400
1079283,2016284672
414362,4198400
1702707,4198400
241154,4198400
156970,4198400
131444,16781312
125086,4198400
203125,4198400
841031,268439552
1491766,4198400
1560577,4198400
263088,268439552
1492328,4198400
211069,4198400
259296,268435456
1553135,4198400
1125808,4198400
1560887,4198400
1295875,4198400
258114,4198400
177737,4198400
184067,4198400
1735827,4198400
1566269,4198400
1559383,4198400
340174,225972224
2734675,4198400
136443,4198400
170888,4198400
2142195,4198400
130766,4198400
1739693,4198400
427755,268439552
139275,4198400
2005473,4198400
292062,268439552
1489440,4198400
2357505,4198400
266364,4198400
500360,268439552
270130,4198400
217026,1806176256
1151899,4198400
290652,4198400
792714,4198400
164940,4198400
1558568,4198400
1553080,4198400
1559223,4198400
127594,4198400
139879,4198400
1557245,4198400
1560540,4198400
1106152,4198400
349924,4198400
1558720,4198400
225412,4198400
240902,268439552
1115482,4198400
2737148,4198400
3282083,4198400
1553551,4198400
201527,4198400
1754169,4198400
1505510,4198400
640301,4198400
212081,4198400
1561581,4198400
1078907,4198400
1688680,4198400
1560168,4198400
1559934,4198400
1777913,4198400
43529,4096
1561620,4198400
1634092,4198400
126857,4198400
122671,4198400
1560622,4198400
1561783,4198400
2094458,4198400
1025814,4198400
1560577,4198400
172384,4194304
110220,4198400
1491962,4198400
740403,4198400
139659,4198400
577456,4198400
1791856,4198400
1553042,4198400
681607,4198400
769383,4198400
171609,4198400
1556980,4198400
161053,268439552
219963,4198400
1786769,4198400
1103708,4198400
1561267,4198400
387216,268439552
388345,268439552
1553795,4198400
247371,4198400
246949,4198400
192225,4198400
242105,1306464256
122844,4198400
1489406,4198400
221725,4198400
139458,4198400
183055,4198400
263052,4198400
1762695,4198400
1561031,4198400
1561509,4198400
262108,4198400
866794,268439552
588126,268439552
172942,1815613440
2735062,4198400
2733446,4198400
1927534,4198400
164974,4198400
1639535,4198400
452279,2083786752
237026,4198400
2737097,4198400
1560210,4198400
163861,1834291200
1442965,4198400
1743831,4198400
448487,1929711616
1287227,4198400
1492353,4198400
258036,4198400
1553318,4198400
220230,4198400
1559215,4198400
1553543,4198400
1560454,4198400
1561241,4198400
1641511,16781312
2035242,4198400
1559395,4198400
1553302,4198400
122175,4198400
132204,4198400
2737305,4198400
1087964,4198400
1982972,4198400
1560471,4198400
1690667,4198400
3547295,4198400
1404289,4198400
236128,4198400
127502,4198400
2733268,4198400
1560931,4198400
1559102,4198400
1226434,4198400
1553512,4198400
638081,4198400
1529384,4198400
239329,4198400
858573,1074794496
219206,4198400
1492178,4198400
199685,268439552
275827,4198400
1386767,4198400
1553792,4198400
680975,4198400
2736956,4198400
210423,4198400
1559671,4198400
122509,4198400
2738365,4198400
2086705,4198400
138085,4198400
261339,4198400
428091,268439552
867891,268439552
197315,4198400
1639825,4198400
184990,4198400
1559280,4198400
164070,4198400
1629335,4198400
2440626,4198400
183078,268439552
1609168,4198400
126026,4198400
1301184,268439552
1553034,4198400
139711,4198400
402022,4198400
329068,268435456
127430,4198400
3176770,4198400
162431,268439552
574861,4198400
1264346,4198400
1785775,4198400
223324,4198400
1560525,4198400
223028,4198400
1837992,4198400
2736223,4198400
123380,4198400
181626,268439552
1557949,4198400
1561155,4198400
1560564,4198400
127944,4198400
189251,4198400
124709,4198400
125401,4198400
1505575,4198400
274868,4198400
2736788,4198400
1560904,4198400
1492134,4198400
1941449,4198400
246774,268439552
233106,1829507072
223100,4198400
1559232,4198400
133288,184553472
1557110,4198400
140408,4198400
1560244,4198400
145158,4198400
145719,4198400
991200,4198400
1560441,4198400
1560595,4198400
1489667,4198400
261353,4198400
1734757,4198400
1956664,4198400
1559169,4198400
1769523,4198400
183015,4198400
209956,4198400
1560651,4198400
1505864,4198400
126982,4198400
212966,4198400
139404,4198400
263774,268439552
1491807,4198400
2199753,4198400
1558194,4198400
146762,4198400
315513,4198400
1560761,4198400
1791914,4198400
283271,1929842688
1558295,4198400
315531,268439552
257564,4198400
1553084,4198400
122497,4198400
1139883,4198400
259644,4198400
196655,4198400
630524,4198400
246593,4198400
1561517,4198400
1560267,4198400
1803148,4198400
184534,268435456
135773,4132864
2051165,4198400
1115631,4198400
1558643,4198400
334970,1620447232
160192,268439552
316779,4198400
1410820,4198400
1558052,4198400
191931,268439552
126223,4198400
639503,4198400
136176,4198400
231196,4198400
1560310,4198400
1658963,4198400
186737,988811264
659791,4198400
1488532,4198400
259718,4198400
818895,268439552
3189248,4198400
271746,16777216
2737001,4198400
1639674,4198400
1691819,4198400
1136366,4198400
138215,4198400
1557921,4198400
503707,268439552
1736310,4198400
123304,4198400
1560767,4198400
1110155,4198400
206061,268439552
1560091,4198400
2735239,4198400
489058,268439552
2415649,4198400
1505063,4198400
1558689,4198400
1561538,4198400
3256911,4198400
259145,4198400
1560542,4198400
262695,4198400
230201,268439552
1752010,4198400
129542,4198400
2736071,4198400
1690469,4198400
735831,4096
2735997,4198400
225315,4198400
270965,4198400
1664677,4198400
1558366,4198400
1553374,4198400
154078,268439552
137121,4198400
269394,4198400
2734579,4198400
1559184,4198400
952451,4198400
836603,4198400
1558177,4198400
134368,4198400
1553406,4198400
2567628,4198400
215723,4198400
237157,4198400
1639130,4198400
1895657,4198400
392933,4198400
171686,4096
1552954,4198400
144074,268439552
1110561,4198400
266160,1749221376
1558791,4198400
257975,4198400
1561406,4198400
1559637,4198400
1557318,4198400
2988008,4198400
1559268,4198400
1605079,4198400
157672,1687621632
220368,4198400
834955,4198400
137537,4198400
2736801,4198400
170440,4194304
32061,4198400
1560763,4198400
324910,4198400
285966,268435456
138723,4198400
1544355,4198400
1557944,4198400
1560663,4198400
1554054,4198400
324982,4198400
1558419,4198400
1639719,4198400
787103,4198400
1134801,4198400
1489761,4198400
1717081,4198400
226817,4198400
1560843,4198400
278355,268439552
626257,4198400
1560748,4198400
175553,4198400
1561111,4198400
1750228,4198400
165294,268439552
190880,4198400
258660,4198400
2036443,4198400
48925,268439552
1821833,4198400
1971778,4198400
268870,4198400
2585313,268439552
792877,4198400
246539,4198400
493970,4198400
199584,268439552
503167,4198400
263681,4198400
175937,1929646080
148531,268439552
1129463,4198400
1487475,4198400
136740,4198400
219925,4198400
980051,4198400
162524,268439552
1483976,4198400
139599,4198400
161874,1772883968
1492272,4198400
1557820,4198400
361248,268439552
1812931,4198400
244288,4198400
1553150,4198400
124667,4198400
487917,268439552
1558248,4198400
1560633,4198400
143141,268439552
813521,4198400
1558309,4198400
2023367,4198400
195626,4198400
128462,4198400
116656,4198400
258595,4198400
123220,4198400
122843,4198400
248363,4198400
181827,4198400
246673,1729171456
1558325,4198400
157987,1811943424
127791,4198400
917953,4198400
342065,225968128
126246,4198400
1673523,4198400
285786,4198400
131446,4198400
1108767,4198400
122176,4198400
738023,4096
1489585,4198400
1143617,4198400
160681,1298403328
209422,4198400
1505416,4198400
190595,1697648640
264932,1749225472
1000206,5902336
2478835,4198400
1553243,4198400
127505,4198400
139500,4198400
1560921,4198400
260871,4198400
217397,4198400
1588021,4198400
684117,4198400
1560437,4198400
846047,4198400
163381,4198400
261752,4198400
1775007,4198400
1561051,4198400
1505385,4198400
1771300,4198400
135432,4198400
178773,4198400
258615,4198400
63251,2017398784
1533127,4198400
171384,268439552
2205107,4198400
1743278,4198400
1560403,4198400
1491347,4198400
124598,4198400
280558,1298468864
318608,4198400
914403,16781312
1558990,4198400
139661,4198400
1559654,4198400
1561687,4198400
159557,268439552
123845,4198400
139739,4198400
1675926,4198400
1559296,4198400
125109,4198400
1785128,4198400
303671,268439552
688664,4198400
146115,268439552
1635548,4198400
98726,4198400
1807263,4198400
379997,1258622976
1560998,4198400
2073069,4198400
126939,4198400
816157,4198400
610148,4198400
1122395,4198400
256088,4198400
162620,1896087552
1529797,4198400
2735021,4198400
807268,4198400
591403,4198400
1841878,4198400
135983,268439552
2015167,4198400
1296902,4198400
1129414,4198400
1691643,4198400
133466,4198400
210879,4198400
1558492,4198400
2735160,4198400
1553134,4198400
169710,4198400
1639694,4198400
1560620,4198400
2737363,4198400
1558043,4198400
545803,5574656
138876,4198400
1505526,4198400
538479,4198400
278711,4198400
1092782,4198400
1561461,4198400
158819,1784418304
1812061,4198400
1556287,4198400
2964025,4198400
1715882,4198400
1709422,4198400
828632,4198400
1801334,4198400
140498,4198400
139459,4198400
139821,4198400
164191,268439552
160692,4198400
122747,4198400
1491986,4198400
405541,268439552
1559169,4198400
1116805,4198400
2736355,4198400
140735,4198400
2024207,4198400
110587,268439552
1559186,4198400
2127428,4198400
172742,268439552
138521,4198400
2063603,4198400
1068071,4096
358504,16781312
1553919,4198400
1560640,4198400
1491835,4198400
161237,1687687168
595071,4198400
1560794,4198400
496568,268439552
217983,4198400
200246,4198400
1561836,4198400
2735236,4198400
3297453,4198400
219920,4198400
247131,4198400
298446,268439552
1561505,4198400
3035750,4198400
1539593,4198400
2737855,4198400
1496053,4198400
1560601,4198400
174172,268439552
1556913,4198400
1759830,4198400
692659,4198400
1502814,4198400
2003161,4198400
418742,4198400
1639885,4198400
1560789,4198400
477725,4198400
323037,4198400
131328,4198400
1553313,4198400
266748,4198400
1557234,4198400
127431,4198400
2737212,4198400
1506021,4198400
1558629,4198400
2053911,4198400
1561779,4198400
2736815,4198400
1560829,4198400
159171,4198400
227491,1056968704
299870,4198400
1100658,4198400
1640132,4198400
135410,16781312
162658,4198400
1110986,4198400
1559253,4198400
1559122,4198400
228339,1839927296
1558535,4198400
2733312,4198400
177129,1511526400
2426633,4198400
186013,4198400
3013285,4198400
211698,4198400
124673,4198400
88315,268439552
1560603,4198400
1544525,4198400
432974,4198400
198697,268439552
1561585,4198400
197870,268439552
1733019,4198400
189550,268439552
788532,4198400
248238,4198400
380808,268439552
1559128,4198400
643323,4198400
159928,268439552
1560983,4198400
1792628,4198400
555595,268439552
1809168,4198400
1785954,4198400
1780809,4198400
2120209,4198400
3036634,4198400
2735692,4198400
150845,4198400
1559704,4198400
1561663,4198400
177168,4198400
1934568,4198400
1560799,4198400
155330,4198400
172030,4198400
1560827,4198400
1422177,4198400
1132020,4198400
2106576,4198400
2064741,4198400
1899978,4198400
127087,4198400
1559143,4198400
1622793,4198400
170847,268435456
2303970,4198400
1124632,4198400
619174,4198400
2735836,4198400
165611,4198400
126070,4198400
247252,4198400
1389064,4198400
149624,4198400
1505825,4198400
1559547,4198400
165026,4198400
820498,4198400
1125661,4198400
301115,4194304
128280,4198400
499812,268439552
1883057,4198400
1559186,4198400
2020792,4198400
123440,4198400
1639660,4198400
244740,4198400
126356,4198400
1120242,4198400
609533,4198400
762697,4198400
1940173,4198400
1489402,4198400
136547,4198400
1762734,4198400
1639979,4198400
2604097,4198400
1554081,4198400
284135,4198400
141003,4198400
1621686,4198400
262416,4198400
190761,268439552
172599,1714950144
956277,4198400
1647712,4198400
184555,4198400
1761922,4198400
1560111,4198400
1840115,4198400
2008745,4198400
1142557,4198400
224365,4198400
1558245,4198400
152463,1505038336
160306,4198400
1155087,4198400
1560643,4198400
1558006,4198400
1505504,4198400
1561006,4198400
2227802,4198400
1134545,4198400
1560940,4198400
299851,4198400
3058054,4198400
110884,4198400
1739124,4198400
1557819,4198400
337812,4198400
1100936,1828716544
2736713,4198400
1555759,4198400
265599,15208448
298075,16781312
685785,4198400
254910,4198400
203910,4198400
1112482,4198400
175377,4198400
245973,4198400
140505,4198400
1142265,4198400
1558537,4198400
273208,4198400
1759094,4198400
1123141,4198400
2815441,4198400
1561564,4198400
643697,4198400
1735475,4198400
133012,4198400
1559227,4198400
793971,4198400
1560375,4198400
1560321,4198400
209114,268439552
136251,4198400
1429371,4198400
2736836,4198400
1505554,4198400
211053,4198400
169844,4198400
163914,4198400
160731,1877741568
132840,4198400
1910130,4198400
1747383,4198400
227883,4198400
399363,1073745920
426764,4198400
197084,1547374592
1105548,4198400
1922423,4198400
1053356,4198400
217778,4198400
222995,4198400
203938,4198400
1557702,4198400
308888,268439552
1552971,4198400
1686736,4198400
1560830,4198400
1557367,4198400
2294856,4198400
302072,16781312
227065,4198400
1946665,4198400
2734490,4198400
1764308,4198400
1560524,4198400
122903,268439552
2821864,4198400
136404,268439552
179611,4198400
1614913,4198400
1111859,4198400
2733524,4198400
246526,4198400
2029843,4198400
488194,268439552
1560665,4198400
1561730,4198400
844657,4198400
201167,268439552
2736722,4198400
1491383,4198400
1557317,4198400
2043886,4198400
212620,4198400
158858,268439552
2193826,4198400
839182,4198400
138899,4198400
2735824,4198400
139593,4198400
1906922,4198400
159051,4198400
1693023,4198400
1558707,4198400
1793536,4198400
136813,4198400
1561007,4198400
1799532,4198400
625209,4198400
1559009,4198400
1561670,4198400
1556441,4198400
262514,4198400
1560354,4198400
153975,184553472
1743133,4198400
331924,4198400
1304513,4198400
218775,4198400
2735851,4198400
1553624,4198400
1797932,4198400
1559373,4198400
164279,4198400
158590,1686900736
302111,268435456
1553624,4198400
1553712,4198400
138627,4198400
1492009,4198400
1136793,4198400
245487,4198400
1639953,4198400
215643,4198400
1780583,4198400
1489710,4198400
284628,268439552
1759729,4198400
1505159,4198400
198734,16777216
693311,4198400
187316,268439552
1505773,4198400
1941984,4198400
223026,4198400
1678571,4198400
235834,268439552
1561363,4198400
194190,4198400
271731,4198400
1553017,4198400
1639914,4198400
2036044,4198400
1639799,4198400
289337,268439552
1559128,4198400
158521,4198400
255131,4198400
652368,4198400
1492623,4198400
249444,4198400
138134,4198400
298180,1733234688
2170515,4198400
57610,268439552
169967,1687556096
246798,4198400
2737059,4198400
191490,1781010432
1560435,4198400
154051,4198400
332333,1898254336
594781,1711280128
186930,268439552
223325,4198400
1554050,4198400
135966,4198400
1639973,4198400
149613,4198400
328264,268439552
90760,268439552
156463,1518997504
1741496,4198400
1556465,4198400
556574,268439552
781300,4198400
97503,4198400
2880835,4198400
150626,4198400
1095270,4198400
1559786,4198400
188012,4198400
181246,268439552
197985,268439552
1505209,4198400
1559198,4198400
237322,4198400
124700,4198400
651355,1874333696
272468,4198400
1106462,4198400
160064,268439552
810389,4198400
321879,4198400
687591,1504055296
1560729,4198400
406633,268439552
1560394,4198400
1561675,4198400
245885,4198400
354660,268439552
1559221,4198400
1796821,4198400
1724036,4198400
834391,4198400
1639578,4198400
2050805,4198400
1118943,4198400
1559591,4198400
1560729,4198400
139350,4198400
137897,4198400
168550,4198400
801532,4198400
210144,4198400
2736845,4198400
213647,4198400
97795,4198400
1080086,4198400
1639841,4198400
1640271,4198400
1561404,4198400
143704,4198400
259283,4198400
199863,268439552
415446,268439552
152079,268439552
1639926,4198400
1489701,4198400
1560764,4198400
786196,4198400
1560219,4198400
163306,1711804416
1558898,4198400
195245,4198400
187170,4198400
142422,16781312
2737146,4198400
866660,268439552
1558679,4198400
1559399,4198400
443504,268439552
39510,4198400
196806,4198400
2617503,4198400
248298,4198400
1506045,4198400
1554271,4198400
1354710,4198400
2735854,4198400
1941674,4198400
552430,4198400
706654,4198400
1920689,4198400
260877,4198400
777043,4198400
159579,268439552
195391,1867780096
1788038,4198400
1736878,4198400
124757,4198400
850270,4198400
257384,4198400
137229,4198400
816359,268439552
1794160,4198400
215156,4198400
1678377,4198400
206783,1763770368
1708018,4198400
219326,4198400
258849,4198400
131727,4198400
254684,4198400
318535,16781312
916728,4198400
1923003,4198400
223861,4198400
798872,4198400
140859,4198400
140673,4198400
1783217,4198400
174835,268439552
320998,4198400
253787,4198400
198202,1749291008
1932822,4198400
159564,268439552
1731187,4198400
2117481,4198400
830060,4198400
1646709,4198400
790664,4198400
1606874,4198400
136166,4198400
447105,2083917824
202928,268439552
651392,4096
454403,4198400
138049,4198400
1369889,4198400
239445,4198400
222209,4198400
1728859,4198400
2806555,4198400
136105,4198400
211161,4198400
123033,4198400
281431,4198400
1055279,4198400
145141,4198400
137459,4198400
571141,4198400
823588,4198400
1087492,4198400
1366399,4198400
261907,4198400
139753,4198400
654973,4198400
1541670,4198400
267957,4198400
164478,4198400
229799,268439552
2052652,4198400
719649,4198400
1083308,4198400
1938943,4198400
1131512,4198400
277416,4198400
2052791,4198400
162630,4198400
1621596,4198400
499227,268439552
219945,4198400
518327,4198400
150085,4198400
3542265,4198400
1329775,4198400
134460,4198400
260142,4198400
226166,268439552
124183,4198400
1685631,4198400
492660,4198400
168559,4198400
199184,4198400
169752,1797525504
198362,4198400
831143,4198400
921627,4198400
113666,4198400
135874,4198400
1130418,4198400
1122021,4198400
151172,4198400
171924,4096
1178074,4198400
1773627,4198400
1097899,4198400
139268,4198400
172616,4198400
498253,268439552
2139214,4198400
996346,4198400
434820,4198400
124819,4198400
680790,4198400
122580,4198400
123556,4198400
172902,4198400
2095416,4198400
269566,4198400
249290,4198400
3393459,4198400
1668340,4198400
2089175,4198400
151284,4198400
274363,4198400
163531,268439552
258417,4198400
260681,4198400
259061,4198400
261226,4198400
499135,268439552
1059272,4198400
141004,268439552
160395,268439552
171362,4096
49012,268439552
43529,4096
498235,268439552
59005,268439552
58810,268439552
489489,268439552
496832,268439552
144418,268439552
497889,268439552
139490,268439552
199203,268439552
122002,268439552
133454,268439552
158769,268439552
150259,268439552
1561129,4198400
221803,1685327872
1200470,4198400
236589,1711734784
1120083,4198400
134438,4198400
243821,4198400
1732786,4198400
1505974,4198400
1560251,4198400
214593,4198400
1560728,4198400
351017,4198400
1560157,4198400
1557059,4198400
126501,4198400
126410,4198400
1061127,4198400
250705,4198400
2222898,4198400
128432,4198400
1558494,4198400
206717,4198400
1559500,4198400
242975,4198400
215636,4198400
686836,4198400
221400,4198400
1559108,4198400
248121,4198400
1081663,4198400
501848,268439552
1560671,4198400
1491909,4198400
204835,1767116800
2736030,4198400
127219,4198400
1561184,4198400
970800,268439552
219915,4198400
1006152,4198400
178458,4198400
124614,4198400
2875242,4198400
1144150,4198400
1558454,4198400
1768516,4198400
3261718,4198400
1491987,4198400
32199,2027950080
1561707,4198400
2151210,4198400
775506,4198400
232461,4198400
1558708,4198400
137592,33558528
1109629,4198400
251830,1993019392
1559541,4198400
970432,4198400
1560674,4198400
2737079,4198400
661752,4198400
628783,4198400
475710,1334378496
1608571,4198400
317138,268439552
1489290,4198400
1491760,4198400
1553890,4198400
1553152,4198400
1128139,4198400
2737866,4198400
2736768,4198400
165157,1895305216
2881052,4198400
153245,4198400
212886,4198400
1557512,4198400
130633,4198400
1488886,4198400
1492162,4198400
